2015-04-30 00:06:11,917 [INFO ] org.springframework.web.context.ContextLoader  - Root WebApplicationContext: initialization started
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
2015-04-30 00:11:49,527 [DEBUG] org.hibernate.SQL  - select count(*) as col_0_0_ from t_salaries salary0_ cross join t_students student1_ cross join t_employers employer2_ cross join t_recruits recruit3_ cross join t_recruit_students recruitstu4_ cross join t_dicts dict5_ where month=? and student1_.professionId=dict5_.id and salary0_.student_id=student1_.id and salary0_.employer_id=employer2_.id and recruitstu4_.recruit_id=recruit3_.id and recruitstu4_.student_id=salary0_.student_id and recruit3_.employer_id=salary0_.employer_id and salary0_.employer_id=?
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:11:49,528 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Initiating transaction commit
2015-04-30 00:11:49,528 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@bf47df]
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.transaction.JDBCTransaction  - commit
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.transaction.JDBCTransaction  - re-enabling autocommit
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.transaction.JDBCTransaction  - committed JDBC Connection
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:11:49,528 [DEBUG] org.springframework.jdbc.datasource.DataSourceUtils  - Resetting read-only flag of JDBC Connection [com.mchange.v2.c3p0.impl.NewProxyConnection@e75a11]
2015-04-30 00:11:49,528 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Closing Hibernate Session [org.hibernate.impl.SessionImpl@bf47df] after transaction
2015-04-30 00:11:49,528 [DEBUG] org.springframework.orm.hibernate3.SessionFactoryUtils  - Closing Hibernate Session
2015-04-30 00:11:49,528 [DEBUG] org.hibernate.jdbc.ConnectionManager  - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
2015-04-30 00:11:49,529 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:11:49,529 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:11:49,529 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor  - Written [com.heike.domain.dto.Pager@1c7b21b] as "application/json;charset=UTF-8" using [org.springframework.http.converter.json.MappingJacksonHttpMessageConverter@2fbd59]
2015-04-30 00:11:49,529 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:11:49,529 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:11:49,532 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN.
2015-04-30 00:11:49,532 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN has SUCCEEDED.
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing GET request for [/jobs/employer/pubSalary]
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /employer/pubSalary
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.employer.EmployerController.pubSalary()]
2015-04-30 00:11:51,829 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'employerController'
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Last-Modified value for [/jobs/employer/pubSalary] is: -1
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Rendering view [org.springframework.web.servlet.view.JstlView: name 'employer/pubSalary'; URL [/WEB-INF/jsp/employer/pubSalary.jsp]] in DispatcherServlet with name 'web'
2015-04-30 00:11:51,829 [DEBUG] org.springframework.web.servlet.view.JstlView  - Forwarding to resource [/WEB-INF/jsp/employer/pubSalary.jsp] in InternalResourceView 'employer/pubSalary'
2015-04-30 00:11:51,833 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:11:51,928 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing GET request for [/jobs/resources/scripts/utils.js]
2015-04-30 00:11:51,928 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /resources/scripts/utils.js
2015-04-30 00:11:51,929 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Did not find handler method for [/resources/scripts/utils.js]
2015-04-30 00:11:51,929 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - Matching patterns for request [/resources/scripts/utils.js] are [/resources/**]
2015-04-30 00:11:51,929 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - URI Template variables for request [/resources/scripts/utils.js] are {}
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - Mapping [/resources/scripts/utils.js] to HandlerExecutionChain with handler [org.springframework.web.servlet.resource.ResourceHttpRequestHandler@16eacf1] and 1 interceptor
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Last-Modified value for [/jobs/resources/scripts/utils.js] is: -1
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Trying relative path [scripts/utils.js] against base location: ServletContext resource [/resources/]
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Found matching resource: ServletContext resource [/resources/scripts/utils.js]
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Determined media type 'application/x-javascript' for ServletContext resource [/resources/scripts/utils.js]
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Resource not modified - returning 304
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:11:51,930 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:11:51,960 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing POST request for [/jobs/employer/studentPage]
2015-04-30 00:11:51,960 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /employer/studentPage
2015-04-30 00:11:51,960 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public com.heike.domain.dto.Pager<com.heike.domain.vo.EmployerStudentVO> com.heike.web.employer.EmployerController.getList(com.heike.domain.dto.Pager<com.heike.domain.vo.EmployerStudentVO>,javax.servlet.http.HttpSession)]
2015-04-30 00:11:51,960 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'employerController'
2015-04-30 00:11:51,961 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Creating new transaction with name [com.heike.service.EmployerServiceImpl.getStudentPage]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT,readOnly
2015-04-30 00:11:51,961 [DEBUG] org.hibernate.impl.SessionImpl  - opened session at timestamp: 5858606743392256
2015-04-30 00:11:51,961 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Opened new Session [org.hibernate.impl.SessionImpl@194214b] for Hibernate transaction
2015-04-30 00:11:51,961 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@194214b]
2015-04-30 00:11:51,961 [DEBUG] org.hibernate.jdbc.ConnectionManager  - opening JDBC connection
2015-04-30 00:11:51,961 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT.
2015-04-30 00:11:51,961 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT has SUCCEEDED.
2015-04-30 00:11:51,961 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:11:51,961 [DEBUG] org.springframework.jdbc.datasource.DataSourceUtils  - Setting JDBC Connection [com.mchange.v2.c3p0.impl.NewProxyConnection@1db3f6c] read-only
2015-04-30 00:11:51,961 [DEBUG] org.hibernate.transaction.JDBCTransaction  - begin
2015-04-30 00:11:51,961 [DEBUG] org.hibernate.transaction.JDBCTransaction  - current autocommit status: true
2015-04-30 00:11:51,961 [DEBUG] org.hibernate.transaction.JDBCTransaction  - disabling autocommit
2015-04-30 00:11:51,962 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Exposing Hibernate transaction as JDBC transaction [com.mchange.v2.c3p0.impl.NewProxyConnection@1db3f6c]
2015-04-30 00:11:51,962 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
2015-04-30 00:11:51,962 [DEBUG] org.hibernate.SQL  - select student1_.id as col_0_0_, student1_.num as col_1_0_, student1_.name as col_2_0_, dict4_.name as col_3_0_, recruit3_.postName as col_4_0_, recruit3_.salary as col_5_0_, empstu0_.audit_date as col_6_0_, empstu0_.status as col_7_0_ from t_employer_students empstu0_ cross join t_students student1_ cross join t_recruit_students recruitstu2_ cross join t_recruits recruit3_ cross join t_dicts dict4_ where empstu0_.employer_id=? and empstu0_.status=? and empstu0_.student_id=recruitstu2_.student_id and empstu0_.student_id=student1_.id and recruitstu2_.recruit_id=recruit3_.id and recruit3_.employer_id=empstu0_.employer_id and student1_.professionId=dict4_.id order by empstu0_.audit_date desc limit ?
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
2015-04-30 00:11:51,966 [DEBUG] org.hibernate.SQL  - select count(*) as col_0_0_ from t_employer_students empstu0_ cross join t_students student1_ cross join t_recruit_students recruitstu2_ cross join t_recruits recruit3_ cross join t_dicts dict4_ where empstu0_.employer_id=? and empstu0_.status=? and empstu0_.student_id=recruitstu2_.student_id and empstu0_.student_id=student1_.id and recruitstu2_.recruit_id=recruit3_.id and recruit3_.employer_id=empstu0_.employer_id and student1_.professionId=dict4_.id order by empstu0_.audit_date desc
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:11:51,970 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Initiating transaction commit
2015-04-30 00:11:51,970 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@194214b]
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.transaction.JDBCTransaction  - commit
2015-04-30 00:11:51,970 [DEBUG] org.hibernate.transaction.JDBCTransaction  - re-enabling autocommit
2015-04-30 00:11:51,971 [DEBUG] org.hibernate.transaction.JDBCTransaction  - committed JDBC Connection
2015-04-30 00:11:51,971 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:11:51,971 [DEBUG] org.springframework.jdbc.datasource.DataSourceUtils  - Resetting read-only flag of JDBC Connection [com.mchange.v2.c3p0.impl.NewProxyConnection@1db3f6c]
2015-04-30 00:11:51,971 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Closing Hibernate Session [org.hibernate.impl.SessionImpl@194214b] after transaction
2015-04-30 00:11:51,971 [DEBUG] org.springframework.orm.hibernate3.SessionFactoryUtils  - Closing Hibernate Session
2015-04-30 00:11:51,971 [DEBUG] org.hibernate.jdbc.ConnectionManager  - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
2015-04-30 00:11:51,971 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:11:51,971 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:11:51,972 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor  - Written [com.heike.domain.dto.Pager@183e6d4] as "application/json;charset=UTF-8" using [org.springframework.http.converter.json.MappingJacksonHttpMessageConverter@2fbd59]
2015-04-30 00:11:51,972 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:11:51,972 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:11:51,975 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN.
2015-04-30 00:11:51,976 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN has SUCCEEDED.
2015-04-30 00:11:53,281 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing POST request for [/jobs/employer/isPubSalaryDate]
2015-04-30 00:11:53,281 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /employer/isPubSalaryDate
2015-04-30 00:11:53,281 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.employer.EmployerController.isPubSalaryDate()]
2015-04-30 00:11:53,281 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'employerController'
2015-04-30 00:11:53,283 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor  - Written [ok] as "text/plain;charset=ISO-8859-1" using [org.springframework.http.converter.StringHttpMessageConverter@d51e30]
2015-04-30 00:11:53,283 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:11:53,283 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:11:58,712 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing POST request for [/jobs/employer/isPubSalaryDate]
2015-04-30 00:11:58,712 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /employer/isPubSalaryDate
2015-04-30 00:11:58,712 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.employer.EmployerController.isPubSalaryDate()]
2015-04-30 00:11:58,712 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'employerController'
2015-04-30 00:11:58,715 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor  - Written [ok] as "text/plain;charset=ISO-8859-1" using [org.springframework.http.converter.StringHttpMessageConverter@d51e30]
2015-04-30 00:11:58,715 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:11:58,715 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:12:01,477 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing POST request for [/jobs/employer/isPubSalary]
2015-04-30 00:12:01,477 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /employer/isPubSalary
2015-04-30 00:12:01,477 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.employer.EmployerController.isPubSalary(com.heike.domain.dto.SalaryQueryDto,javax.servlet.http.HttpSession)]
2015-04-30 00:12:01,477 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'employerController'
2015-04-30 00:12:01,478 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Creating new transaction with name [com.heike.service.SalaryServiceImpl.isPubSalary]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT
2015-04-30 00:12:01,478 [DEBUG] org.hibernate.impl.SessionImpl  - opened session at timestamp: 5858606782373888
2015-04-30 00:12:01,478 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Opened new Session [org.hibernate.impl.SessionImpl@1fdfa36] for Hibernate transaction
2015-04-30 00:12:01,478 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@1fdfa36]
2015-04-30 00:12:01,478 [DEBUG] org.hibernate.transaction.JDBCTransaction  - begin
2015-04-30 00:12:01,478 [DEBUG] org.hibernate.jdbc.ConnectionManager  - opening JDBC connection
2015-04-30 00:12:01,478 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT.
2015-04-30 00:12:01,479 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT has SUCCEEDED.
2015-04-30 00:12:01,479 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:12:01,479 [DEBUG] org.hibernate.transaction.JDBCTransaction  - current autocommit status: true
2015-04-30 00:12:01,479 [DEBUG] org.hibernate.transaction.JDBCTransaction  - disabling autocommit
2015-04-30 00:12:01,480 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Exposing Hibernate transaction as JDBC transaction [com.mchange.v2.c3p0.impl.NewProxyConnection@1575b4]
2015-04-30 00:12:01,481 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - parse() - HQL: from com.heike.domain.pojo.Salary s where s.stuId = :stuId and  s.empId = :empId and s.month = :month and s.status = :status
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.AST  - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  \-[FROM] Node: 'from'
    |     \-[RANGE] Node: 'RANGE'
    |        +-[DOT] Node: '.'
    |        |  +-[DOT] Node: '.'
    |        |  |  +-[DOT] Node: '.'
    |        |  |  |  +-[DOT] Node: '.'
    |        |  |  |  |  +-[IDENT] Node: 'com'
    |        |  |  |  |  \-[IDENT] Node: 'heike'
    |        |  |  |  \-[IDENT] Node: 'domain'
    |        |  |  \-[IDENT] Node: 'pojo'
    |        |  \-[IDENT] Node: 'Salary'
    |        \-[ALIAS] Node: 's'
    \-[WHERE] Node: 'where'
       \-[AND] Node: 'and'
          +-[AND] Node: 'and'
          |  +-[AND] Node: 'and'
          |  |  +-[EQ] Node: '='
          |  |  |  +-[DOT] Node: '.'
          |  |  |  |  +-[IDENT] Node: 's'
          |  |  |  |  \-[IDENT] Node: 'stuId'
          |  |  |  \-[COLON] Node: ':'
          |  |  |     \-[IDENT] Node: 'stuId'
          |  |  \-[EQ] Node: '='
          |  |     +-[DOT] Node: '.'
          |  |     |  +-[IDENT] Node: 's'
          |  |     |  \-[IDENT] Node: 'empId'
          |  |     \-[COLON] Node: ':'
          |  |        \-[IDENT] Node: 'empId'
          |  \-[EQ] Node: '='
          |     +-[DOT] Node: '.'
          |     |  +-[IDENT] Node: 's'
          |     |  \-[IDENT] Node: 'month'
          |     \-[COLON] Node: ':'
          |        \-[IDENT] Node: 'month'
          \-[EQ] Node: '='
             +-[DOT] Node: '.'
             |  +-[IDENT] Node: 's'
             |  \-[IDENT] Node: 'status'
             \-[COLON] Node: ':'
                \-[IDENT] Node: 'status'

2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select << begin [level=1, statement=select]
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromElement  - FromClause{level=1} :  com.heike.domain.pojo.Salary (s) -> salary0_
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s -> salary0_.id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : stuId -> org.hibernate.type.LongType@17ef0a7
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s.stuId -> salary0_.student_id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s -> salary0_.id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : empId -> org.hibernate.type.LongType@17ef0a7
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s.empId -> salary0_.employer_id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s -> salary0_.id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : month -> org.hibernate.type.StringType@165a43b
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s.month -> month
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s -> salary0_.id
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : status -> org.hibernate.type.IntegerType@618b08
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  s.status -> salary0_.status
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select : finishing up [level=1, statement=select]
2015-04-30 00:12:01,486 [DEBUG] org.hibernate.hql.ast.HqlSqlWalker  - processQuery() :  ( SELECT ( FromClause{level=1} t_salaries salary0_ ) ( where ( and ( and ( and ( = ( salary0_.student_id salary0_.id stuId ) ? ) ( = ( salary0_.employer_id salary0_.id empId ) ? ) ) ( = ( month salary0_.id month ) ? ) ) ( = ( salary0_.status salary0_.id status ) ? ) ) ) )
2015-04-30 00:12:01,487 [DEBUG] org.hibernate.hql.ast.HqlSqlWalker  - Derived SELECT clause created.
2015-04-30 00:12:01,487 [DEBUG] org.hibernate.hql.ast.util.JoinProcessor  - Using FROM fragment [t_salaries salary0_]
2015-04-30 00:12:01,487 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select >> end [level=1, statement=select]
2015-04-30 00:12:01,487 [DEBUG] org.hibernate.hql.ast.AST  - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (t_salaries)
    +-[SELECT_CLAUSE] SelectClause: '{derived select clause}'
    |  +-[SELECT_EXPR] SelectExpressionImpl: 'salary0_.id as id5_' {FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=s,role=null,tableName=t_salaries,tableAlias=salary0_,origin=null,columns={,className=com.heike.domain.pojo.Salary}}}
    |  \-[SQL_TOKEN] SqlFragment: 'salary0_.bonus as bonus5_, date as date5_, salary0_.employer_id as employer4_5_, month as month5_, salary0_.remarks as remarks5_, salary0_.salary as salary5_, salary0_.status as status5_, salary0_.student_id as student9_5_, salary0_.toolFee as toolFee5_, salary0_.worktime as worktime5_'
